Animal1,Animal2,weights
baboon,owl,0.382263523
baboon,oyster,0.07285153
baboon,panda,0.392298424
baboon,panther,0.23286066
baboon,parakeet,0.315811956
baboon,parrot,0.474284531
baboon,peacock,0.244449536
baboon,pelican,0.21935442
baboon,penguin,0.24522482
baboon,pig,0.47645282
baboon,pigeon,0.324106995
baboon,piranha,0.15927208
baboon,platypus,0.49035374
baboon,pony,0.260456942
baboon,poodle,0.369649229
baboon,prawn,0.267922573
baboon,puma,0.188546506
baboon,python,0.246017921
baboon,rabbit,0.414432562
baboon,racoon,0.274865194
baboon,rat,0.417498376
baboon,rattlesnake,0.316002538
baboon,raven,0.276007133
baboon,reindeer,0.388264152
baboon,rhinoceros,0.540403146
baboon,robin,0.043890033
baboon,rooster,0.352724863
baboon,salamander,0.29185855
baboon,salmon,0.09775706
baboon,scallop,0.133684057
baboon,scorpion,0.355154402
baboon,seal,0.160999554
baboon,shark,0.344464814
baboon,sheep,0.32879826
baboon,shrimp,0.166977373
baboon,skunk,0.36477201
baboon,snail,0.253899039
baboon,snake,0.448518319
baboon,sparrow,0.277260789
baboon,spider,0.270829062
baboon,squid,0.263753565
baboon,squirrel,0.44924696
baboon,starfish,0.261555464
baboon,stingray,0.224563068
baboon,stork,0.293648612
baboon,swallow,0.195238455
baboon,swan,0.139316273
baboon,tapir,0.478367947
baboon,termite,0.299157529
baboon,tarantula,0.446123361
baboon,tiger,0.355037375
baboon,toad,0.410134446
baboon,tortoise,0.470412958
baboon,toucan,0.391704882
baboon,trout,0.123637767
baboon,turkey,0.09197845
baboon,turtle,0.423615286
baboon,walrus,0.36117014
baboon,wasp,0.266360555
baboon,weasel,0.413606094
baboon,whale,0.327154029
baboon,wolf,0.350362106
baboon,wombat,0.449552189
baboon,woodpecker,0.282813535
baboon,yak,0.175104007
baboon,zebra,0.422813803
badger,albatross,0.247787417
badger,alligator,0.340603338
badger,ant,0.201975426
badger,antelope,0.35663881
badger,baboon,0.291339125
badger,badger,1
badger,barracuda,0.172225228
badger,bat,0.185641205
badger,bear,0.392942373
badger,beaver,0.489944017
badger,bee,0.327866706
badger,beetle,0.270309069
badger,bison,0.413982656
badger,blackbird,0.323629899
badger,boa,0.069468111
badger,bonobo,0.179265837
badger,buffalo,0.286740676
badger,bumblebee,0.2129374
badger,butterfly,0.137847613
badger,caiman,0.181845359
badger,camel,0.233873437
badger,canary,0.102508783
badger,carp,0.225310954
badger,cat,0.337211013
badger,caterpillar,0.203391512
badger,catfish,0.178166007
badger,centipede,0.21705525
badger,chameleon,0.219884836
badger,chicken,0.247215787
badger,chimpanzee,0.23852041
badger,chipmunk,0.336938784
badger,cockroach,0.299010173
badger,cod,0.035849589
badger,cow,0.277414723
badger,coyote,0.416052521
badger,crab,0.240085761
badger,crocodile,0.305281895
badger,crow,0.370252578
badger,cuttlefish,0.147703786
badger,deer,0.366031858
badger,dingo,0.378197589
badger,dog,0.368968509
badger,dolphin,0.26038811
badger,donkey,0.250837524
badger,dove,0.248759405
badger,dragonfly,0.234767821
badger,duck,0.342762656
badger,eagle,0.346755704
badger,eel,0.206025017
badger,elephant,0.288833963
badger,elk,0.390498222
badger,emu,0.215238491
badger,falcon,0.194830949
badger,finch,0.40414636
badger,flamingo,0.229391873
badger,flea,0.189811249
badger,fly,0.088773789
badger,fox,0.369601306
badger,frog,0.302495159
badger,gazelle,0.243708486
badger,gecko,0.122503429
badger,gibbon,0.296836426
badger,giraffe,0.27147463
badger,goat,0.339425553
badger,goldfish,0.261917546
badger,goose,0.386194069
badger,gorilla,0.28989036
badger,grasshopper,0.234569608
badger,hamster,0.308717806
badger,hare,0.458063567
badger,hawk,0.417325126
badger,hedgehog,0.361084392
badger,horse,0.252967436
badger,hyena,0.384497195
badger,jaguar,0.195819349
badger,jellyfish,0.087798197
badger,kangaroo,0.379167956
badger,kiwi,0.285084297
badger,koala,0.319862654
badger,ladybug,0.217586668
badger,lemur,0.158974558
badger,lemming,0.33095102
badger,leopard,0.338054294
badger,lion,0.310092731
badger,lizard,0.242145556
badger,lobster,0.257629361
badger,mammoth,0.30305878
badger,mink,0.371018241
badger,mole,0.326088394
badger,mongoose,0.335133185
badger,monkey,0.279122354
badger,moose,0.412005398
badger,moth,0.173680136
badger,mouse,0.280979648
badger,mule,0.28750674
badger,nightingale,0.23262995
badger,nymph,0.20207803
badger,octopus,0.207980976
badger,okapi,0.148716456
badger,ostrich,0.275188627
badger,otter,0.420276555
badger,owl,0.378056344
badger,oyster,0.194956034
badger,panda,0.265999306
badger,panther,0.25663365
badger,parakeet,0.149367847
badger,parrot,0.26846127
badger,peacock,0.288819225
badger,pelican,0.342508659
badger,penguin,0.245183611
badger,pig,0.409301613
badger,pigeon,0.362061886
badger,piranha,0.215992769
badger,platypus,0.349730106
badger,pony,0.246123345
badger,poodle,0.267882917
badger,prawn,0.220940576
badger,puma,0.15439517
badger,python,0.145933479
badger,rabbit,0.46259607
badger,racoon,0.387058557
badger,rat,0.349554827
badger,rattlesnake,0.356769101
badger,raven,0.343026513
badger,reindeer,0.318577565
badger,rhinoceros,0.239554214
badger,robin,0.141205194
badger,rooster,0.2831735
badger,salamander,0.288957064
badger,salmon,0.240847468
badger,scallop,0.113480166
badger,scorpion,0.230331057
badger,seal,0.201777366
badger,shark,0.241909406
badger,sheep,0.274214087
badger,shrimp,0.122690385
badger,skunk,0.364935782
badger,snail,0.194995498
badger,snake,0.286726905
badger,sparrow,0.315260695
badger,spider,0.167315845
badger,squid,0.137946131
badger,squirrel,0.430381902
badger,starfish,0.175766934
badger,stingray,0.13381701
badger,stork,0.249648939
badger,swallow,0.29149137
badger,swan,0.290302445
badger,tapir,0.275546703
badger,termite,0.170334051
badger,tarantula,0.223694084
badger,tiger,0.370034287
badger,toad,0.433763718
badger,tortoise,0.329719055
badger,toucan,0.228838728
badger,trout,0.271272757
badger,turkey,0.017971923
badger,turtle,0.349401528
badger,walrus,0.354097161
badger,wasp,0.261170192
badger,weasel,0.452088611
badger,whale,0.244063789
badger,wolf,0.442835561
badger,wombat,0.464932136
badger,woodpecker,0.250533973
badger,yak,0.156524848
badger,zebra,0.283227216
barracuda,albatross,0.297179927
barracuda,alligator,0.303138338
barracuda,ant,0.251814978
barracuda,antelope,0.127982196
barracuda,baboon,0.092096449
barracuda,badger,0.172225228
barracuda,barracuda,1
barracuda,bat,0.143657943
barracuda,bear,0.088668796
barracuda,beaver,0.1166723
barracuda,bee,0.140204105
barracuda,beetle,0.231360219
barracuda,bison,0.155842871
barracuda,blackbird,0.214254514
barracuda,boa,0.137997394
barracuda,bonobo,0.169477033
barracuda,buffalo,0.118392929
barracuda,bumblebee,0.244254567
