[run number],threshold,person1,person2,[step],words-said
1541,0.2,animals_google.csv,animals_gigaword.csv,39,[frog monkey chimpanzee toad wasp sparrow goldfish rhinoceros dingo mule jaguar crocodile turtle moth catfish zebra badger weasel salamander crab python scorpion ant termite mouse elephant camel pig squirrel chameleon poodle starfish oyster piranha chicken octopus tarantula hyena hedgehog mouse]
1543,0.1,animals_twitter.csv,animals_gigaword.csv,34,[hedgehog falcon giraffe goat salamander beetle beaver trout coyote wombat otter lizard cuttlefish squid seal crocodile stork cockroach lemming alligator whale salmon yak bison spider skunk reindeer kangaroo parrot rhinoceros poodle flamingo koala bear goat]
1542,0.3,animals_google.csv,animals_gigaword.csv,33,[spider lizard panther leopard barracuda octopus penguin owl squirrel cockroach elephant deer coyote wolf scorpion tarantula panda bear skunk rabbit rattlesnake alligator antelope ostrich camel bison swan goose chicken goat badger hedgehog otter squirrel]
1544,0.2,animals_twitter.csv,animals_gigaword.csv,39,[scallop stingray nymph parrot trout jellyfish wolf deer dog snake moose fox poodle pony gorilla dolphin tapir panda prawn alligator caterpillar beetle flamingo canary duck cat rattlesnake chimpanzee ladybug tarantula nightingale peacock starfish squid piranha mongoose walrus ostrich carp beetle]
1545,0.3,animals_twitter.csv,animals_gigaword.csv,12,[panda dolphin puma panther goat rooster eagle raven parrot peacock poodle albatross rooster]
1547,0.2,animals_wikipedia.csv,animals_gigaword.csv,49,[nightingale tarantula gorilla elephant parrot dolphin puma hyena owl crab scallop tortoise cockroach grasshopper mule deer fox squirrel sparrow coyote reindeer rabbit flea dog chameleon scorpion boa caiman gecko stingray mouse badger penguin centipede panther mongoose blackbird eagle lion turtle caterpillar panda piranha alligator ant frog butterfly spider wasp spider]
1548,0.3,animals_wikipedia.csv,animals_gigaword.csv,10,[lobster salmon trout zebra caiman mongoose badger coyote monkey baboon coyote]
1546,0.1,animals_wikipedia.csv,animals_gigaword.csv,37,[panther alligator starfish baboon nymph frog octopus mongoose tarantula caiman tiger dog pony camel elk antelope yak hare beaver poodle dingo dolphin ostrich duck pig crab parakeet stork emu bison sparrow snake hyena toad shark moth otter dolphin]
1549,0.1,animals_gigaword.csv,animals_google.csv,78,[butterfly puma piranha parakeet hamster baboon falcon flamingo alligator lobster panther dragonfly owl mammoth kangaroo beetle hare rat mouse elephant duck beaver horse cow walrus gorilla mink chimpanzee goldfish otter salamander albatross ostrich stork boa starfish snail scorpion yak panda weasel emu mule catfish crab wombat sparrow goat canary raven leopard reindeer jaguar skunk blackbird dingo bear swan prawn kiwi hawk dog cat mongoose rattlesnake octopus lizard ladybug coyote bee tortoise pig cockroach toad rabbit ant crocodile caterpillar beetle]
1550,0.2,animals_gigaword.csv,animals_google.csv,47,[rabbit sheep goat gorilla chameleon caterpillar moth puma grasshopper yak antelope mouse parrot pig cat duck woodpecker spider falcon bumblebee rhinoceros caiman catfish otter tiger kangaroo albatross swan sparrow elephant python panther leopard wombat owl toucan parakeet starfish scorpion dragonfly lemur chimpanzee giraffe chicken frog panda mammoth albatross]
1551,0.3,animals_gigaword.csv,animals_google.csv,11,[squirrel panda dolphin kangaroo shark tarantula stingray platypus giraffe flamingo pelican kangaroo]
1553,0.2,animals_google.csv,animals_google.csv,37,[racoon prawn wolf woodpecker dolphin spider rhinoceros ant crocodile falcon hyena peacock lemur lion pony tortoise pelican otter tiger elephant ostrich starfish ladybug chameleon mongoose monkey donkey robin goldfish toad cockroach cat moth swan oyster shark gorilla falcon]
1552,0.1,animals_google.csv,animals_google.csv,59,[oyster racoon toucan kangaroo trout centipede crow mole duck pigeon spider rooster carp crab donkey caterpillar baboon otter rabbit nightingale emu cat lobster tarantula falcon pelican rat gibbon seal whale giraffe stingray dolphin cockroach sparrow horse goldfish hamster ant flea parakeet swan nymph owl dragonfly starfish tapir eagle panther parrot bison kiwi butterfly barracuda hedgehog chicken termite mouse poodle parakeet]
1554,0.3,animals_google.csv,animals_google.csv,19,[wasp turtle blackbird crow elk owl sparrow bonobo lemur cow flamingo ladybug beaver sheep pony lion alligator woodpecker duck beaver]
1556,0.2,animals_twitter.csv,animals_google.csv,55,[raven cat crow catfish deer whale hedgehog pigeon eagle okapi finch scorpion platypus jellyfish beetle wasp chameleon jaguar piranha crab poodle rabbit bonobo skunk seal beaver toucan canary bear turtle tortoise python snail moose leopard rhinoceros parrot badger lemur peacock dove spider toad gorilla flamingo gibbon salamander blackbird frog grasshopper tarantula elephant nightingale dingo falcon hedgehog]
1555,0.1,animals_twitter.csv,animals_google.csv,11,[dingo wasp grasshopper cat deer oyster panther whale snail stingray coyote panther]
1557,0.3,animals_twitter.csv,animals_google.csv,22,[panda robin puma jaguar lemming badger whale bison carp crab salamander mouse fox baboon jellyfish crow caterpillar panther pony cow bee lemur pony]
1558,0.1,animals_wikipedia.csv,animals_google.csv,47,[bat wasp lemming swan carp fly sparrow stork centipede lemur badger piranha raven mongoose bison rhinoceros shark poodle weasel dog platypus ladybug bonobo robin wombat beaver rabbit moose squirrel bear panda pigeon salamander bumblebee mink beetle cockroach toad dolphin tapir skunk hare toucan reindeer leopard stingray bee raven]
1559,0.2,animals_wikipedia.csv,animals_google.csv,6,[rabbit rattlesnake otter tarantula elephant cat tarantula]
1560,0.3,animals_wikipedia.csv,animals_google.csv,18,[hyena finch raven rhinoceros ostrich rattlesnake wolf woodpecker tapir puma caiman spider cat badger wombat sparrow crow robin]
1561,0.1,animals_gigaword.csv,animals_twitter.csv,79,[elephant frog donkey scorpion dingo lizard zebra panther wolf crow bee owl lemur centipede kangaroo lobster flamingo bumblebee tarantula swan rabbit monkey piranha sheep turkey butterfly eagle beetle gecko dog goldfish goose cockroach beaver goat weasel scallop bison hare elk squirrel snake lion tortoise trout python alligator seal fox ant jellyfish antelope whale dolphin rat grasshopper dragonfly wasp pig cat mammoth crab snail moose hyena lemming emu wombat salamander caiman dove turtle skunk rhinoceros mongoose shrimp oyster salmon deer oyster]
1562,0.2,animals_gigaword.csv,animals_twitter.csv,6,[alligator ladybug squid camel caterpillar starfish squid]
1564,0.1,animals_google.csv,animals_twitter.csv,42,[python lobster beetle squid bumblebee otter squirrel shrimp lizard toad boa fox butterfly eagle wasp rat ostrich gecko weasel rabbit jaguar gibbon caterpillar beaver bison sparrow hamster panda cuttlefish gorilla lion salmon scallop skunk cockroach eel sheep kiwi turkey wolf deer giraffe bumblebee]
1563,0.3,animals_gigaword.csv,animals_twitter.csv,11,[badger weasel parrot termite tarantula elephant elk dragonfly pelican turtle cat elephant]
1565,0.2,animals_google.csv,animals_twitter.csv,30,[hamster poodle pigeon dingo koala sheep pig goat cat kiwi beaver chameleon nymph turtle shrimp ant prawn salmon butterfly peacock hawk fly dove pelican elephant piranha rat cow yak panda butterfly]
1566,0.3,animals_google.csv,animals_twitter.csv,6,[wasp oyster elk caterpillar snail seal]
1567,0.1,animals_twitter.csv,animals_twitter.csv,51,[flamingo alligator bumblebee pelican cuttlefish seal rhinoceros weasel ladybug octopus goose salmon sparrow otter squirrel ostrich moose elephant eagle kangaroo barracuda rabbit baboon cow raven moth mole bat stingray penguin squid swan toucan duck zebra piranha gecko caterpillar puma finch whale rattlesnake bonobo hedgehog butterfly robin walrus dolphin platypus wombat parrot barracuda]
1568,0.2,animals_twitter.csv,animals_twitter.csv,17,[dog pony monkey horse dragonfly mammoth jellyfish hedgehog ostrich lemur oyster wolf moth elephant wombat turtle beaver horse]
1569,0.3,animals_twitter.csv,animals_twitter.csv,31,[otter skunk fly wasp kangaroo sparrow cockroach dolphin tortoise seal crocodile lemur goldfish squirrel bumblebee peacock panther trout elephant moose poodle bear chimpanzee tapir gecko prawn reindeer lobster eagle duck mouse eagle]
1570,0.1,animals_wikipedia.csv,animals_twitter.csv,51,[alligator stork badger mongoose otter coyote platypus gibbon wombat camel shark pig termite jellyfish goat parakeet tarantula cat spider weasel duck crow beaver fly moth turtle finch emu leopard buffalo mink caterpillar peacock reindeer fox owl lemur crab caiman chameleon tortoise gorilla zebra raven goose trout sheep rooster elephant butterfly pony parakeet]
1571,0.2,animals_wikipedia.csv,animals_twitter.csv,32,[squirrel python dragonfly raven hyena skunk caiman coyote giraffe kangaroo albatross gorilla lemur gecko salamander hedgehog tapir flea butterfly okapi leopard pig woodpecker bumblebee racoon beetle baboon mouse dog tiger mongoose tarantula caiman]
1572,0.3,animals_wikipedia.csv,animals_twitter.csv,17,[butterfly bat mouse crab crocodile beetle turtle eagle ostrich centipede starfish snail shrimp buffalo moose racoon albatross centipede]
1573,0.1,animals_gigaword.csv,animals_wikipedia.csv,70,[lion tortoise pelican whale dolphin otter flea pigeon deer caterpillar moth camel cat yak poodle goose sheep wombat rattlesnake coyote bear elephant rabbit raven elk turtle cow pig donkey seal tiger caiman cuttlefish cockroach eel horse dove baboon oyster goldfish squid barracuda weasel gorilla moose antelope cod bison lobster goat chicken finch octopus skunk mink racoon tarantula fox swan rat eagle ant leopard squirrel mouse dog swallow koala hamster prawn cuttlefish]
1574,0.2,animals_gigaword.csv,animals_wikipedia.csv,20,[koala alligator squirrel rooster owl dog rat hamster jellyfish shrimp lobster stork cockroach poodle rattlesnake antelope rabbit bison hyena eagle squirrel]
1575,0.3,animals_gigaword.csv,animals_wikipedia.csv,16,[rhinoceros snake deer horse pig bee jellyfish starfish squid walrus reindeer rabbit goose stork pelican swallow]
1576,0.1,animals_google.csv,animals_wikipedia.csv,33,[chicken dingo leopard rhinoceros catfish frog snail mink moth squid seal flamingo otter prawn woodpecker squirrel baboon fox mouse finch giraffe goldfish bee elephant dove ladybug stork toucan cat gecko kangaroo badger lizard badger]
1577,0.2,animals_google.csv,animals_wikipedia.csv,64,[stork cat chimpanzee wombat giraffe sparrow robin penguin parrot tiger baboon catfish scorpion lion wolf dingo cod squid emu dolphin mink walrus trout turtle panther swan wasp octopus gorilla bumblebee piranha python rat centipede rhinoceros antelope skunk yak monkey badger flamingo tarantula snake gazelle donkey whale tapir hedgehog caiman crab falcon swallow albatross nightingale poodle ladybug frog shark kiwi duck canary lizard goat horse snake]
1578,0.3,animals_google.csv,animals_wikipedia.csv,50,[rabbit grasshopper jellyfish goldfish shrimp crab whale catfish salmon deer pig lizard lemur squirrel chipmunk otter boa chameleon cockroach rattlesnake shark koala moth wasp gazelle leopard rat wolf scorpion tiger bonobo platypus turtle toad emu wombat elephant mammoth lion peacock buffalo elk sparrow giraffe fox moose eagle duck stork albatross toad]
1579,0.1,animals_twitter.csv,animals_wikipedia.csv,50,[butterfly dolphin squid peacock shark parrot giraffe jaguar rat lemming eel frog ladybug duck carp prawn baboon emu bonobo cuttlefish swan pelican whale crab cockroach tapir grasshopper finch canary stingray stork falcon flea pony raven robin starfish mouse elephant bison pigeon cat wolf tiger ostrich goose panther fox cow pig cat]
1580,0.2,animals_twitter.csv,animals_wikipedia.csv,24,[dingo poodle squirrel skunk octopus otter racoon albatross parrot monkey sparrow centipede gibbon finch moose panther chipmunk mouse shrimp grasshopper pelican alligator shark scorpion sparrow]
1581,0.3,animals_twitter.csv,animals_wikipedia.csv,43,[bumblebee centipede dingo dolphin carp lobster buffalo eagle chipmunk walrus jaguar leopard octopus mole reindeer tapir termite caterpillar beaver elk frog parrot tarantula swallow mink lemming jellyfish platypus tortoise hamster bonobo flamingo toad woodpecker scallop crab sparrow badger falcon panther goose lizard peacock goose]
1582,0.1,animals_wikipedia.csv,animals_wikipedia.csv,29,[salmon zebra gazelle tarantula ladybug caterpillar barracuda leopard penguin cat ostrich crocodile woodpecker cuttlefish lemur tiger sheep cod goose ant okapi koala hedgehog monkey prawn hamster beetle scorpion shark barracuda]
1583,0.2,animals_wikipedia.csv,animals_wikipedia.csv,46,[panther rat tortoise duck fox gibbon chimpanzee ant camel hare dingo finch weasel albatross penguin koala badger squirrel alligator sparrow bison goose goat pig snake hyena dog goldfish scorpion prawn lobster kiwi dolphin gorilla jellyfish bonobo gazelle tiger lion falcon stingray walrus dragonfly wombat octopus toad lobster]
1584,0.3,animals_wikipedia.csv,animals_wikipedia.csv,0,[]
1585,0.1,animals_gigaword.csv,animals_gigaword.csv,39,[stork eagle shark beetle parrot frog crocodile shrimp woodpecker ostrich goldfish dog crab nymph squid giraffe moth starfish alligator boa scallop dingo baboon snail tortoise cockroach lobster duck turtle prawn antelope whale mole caiman bison cuttlefish weasel mule elephant woodpecker]
1586,0.2,animals_gigaword.csv,animals_gigaword.csv,10,[salamander beetle cockroach chameleon grasshopper bumblebee hamster baboon tarantula centipede bumblebee]
1587,0.3,animals_gigaword.csv,animals_gigaword.csv,25,[duck pigeon turtle trout frog gorilla lion rat mouse spider rabbit tortoise lizard squid lobster whale jellyfish stingray crocodile cockroach tarantula bumblebee penguin parrot alligator tortoise]
1588,0.1,animals_google.csv,animals_gigaword.csv,21,[tortoise albatross gibbon okapi ant catfish bonobo dolphin pig frog platypus zebra kangaroo gorilla monkey rat racoon piranha dragonfly crocodile squirrel rat]
1589,0.2,animals_google.csv,animals_gigaword.csv,8,[dingo tapir kangaroo alligator python wasp eel carp eel]
1590,0.3,animals_google.csv,animals_gigaword.csv,6,[chimpanzee hamster bumblebee squirrel panda monkey bumblebee]
1591,0.1,animals_twitter.csv,animals_gigaword.csv,9,[grasshopper rat crocodile pigeon bumblebee penguin cuttlefish barracuda mongoose penguin]
1592,0.2,animals_twitter.csv,animals_gigaword.csv,36,[woodpecker stork toucan cat camel chicken lobster squid centipede pelican tapir chipmunk alligator rattlesnake hedgehog stingray racoon rooster ladybug moth gecko scorpion otter fly dog reindeer antelope elk tortoise lion dingo zebra crab squirrel penguin mongoose tortoise]
1593,0.3,animals_twitter.csv,animals_gigaword.csv,15,[poodle dog dolphin giraffe monkey bear crow rooster otter stork shark rat goat turtle swallow]
1594,0.1,animals_wikipedia.csv,animals_gigaword.csv,40,[tapir caiman antelope dog crab squid eel scorpion tarantula boa parrot koala rabbit camel raven lion pelican sparrow elk mule buffalo otter trout hamster panda kangaroo monkey snake rooster eagle piranha platypus hyena hedgehog leopard chicken badger coyote toad cuttlefish squid]
1595,0.2,animals_wikipedia.csv,animals_gigaword.csv,36,[alligator cockroach spider mole chameleon racoon salamander shrimp leopard mink cat parrot woodpecker scorpion seal whale walrus falcon finch frog horse gazelle tiger rabbit elephant chimpanzee bear rat turtle crab platypus bonobo octopus raven hawk ostrich horse]
1596,0.3,animals_wikipedia.csv,animals_gigaword.csv,8,[parrot catfish tiger rhinoceros cow chicken snake rattlesnake catfish]
1597,0.1,animals_gigaword.csv,animals_google.csv,73,[falcon ladybug toucan pony boa frog rhinoceros owl whale reindeer pelican turtle crocodile gibbon caiman shark butterfly emu rabbit parakeet cuttlefish tiger horse goose crow scorpion donkey caterpillar bee tortoise lemur elephant hamster pigeon elk lobster toad otter goldfish stork termite turkey duck cockroach gecko flamingo skunk ant bonobo mule sheep pig eel racoon wombat scallop kangaroo moth gazelle poodle dragonfly tarantula flea cod octopus goat giraffe dove starfish lion nymph eagle zebra toucan]
1598,0.2,animals_gigaword.csv,animals_google.csv,36,[piranha gecko frog chameleon lizard termite starfish elephant penguin otter antelope rooster flamingo jaguar camel cockroach cat fox bear tiger dog hamster tarantula beetle rabbit koala parrot panda skunk jellyfish whale chicken ostrich blackbird pigeon woodpecker skunk]
1599,0.3,animals_gigaword.csv,animals_google.csv,18,[squirrel flamingo pelican beaver buffalo duck chicken ostrich tortoise stork woodpecker crocodile lizard parakeet turtle panda bear hyena tortoise]
1600,0.1,animals_google.csv,animals_google.csv,8,[goose turkey chicken baboon emu snake donkey cow snake]
1602,0.3,animals_google.csv,animals_google.csv,19,[badger alligator wombat otter cuttlefish caterpillar blackbird fox crocodile kangaroo whale caiman eel catfish termite moth toad skunk turkey eel]
1601,0.2,animals_google.csv,animals_google.csv,9,[goldfish oyster salmon zebra spider gibbon lizard jellyfish dolphin spider]
1603,0.1,animals_twitter.csv,animals_google.csv,56,[swan stingray blackbird racoon flamingo pigeon butterfly piranha kangaroo panther zebra catfish pony reindeer deer sparrow termite jellyfish cuttlefish beetle pig lemming walrus fox swallow weasel cow monkey owl yak bee dog platypus mouse boa rattlesnake ant barracuda python rooster dove giraffe buffalo frog duck poodle donkey alligator cat goldfish seal badger lizard otter squid bat owl]
1604,0.2,animals_twitter.csv,animals_google.csv,38,[dolphin sparrow flamingo gorilla butterfly walrus badger grasshopper gecko poodle frog octopus bee beaver rooster oyster beetle chicken crab prawn whale starfish deer antelope jellyfish dragonfly hyena goat python finch canary turtle bison okapi chameleon monkey squirrel barracuda jellyfish]
1605,0.3,animals_twitter.csv,animals_google.csv,38,[mammoth lion panther giraffe ostrich alligator chimpanzee toucan moose walrus hawk flamingo chicken shrimp cuttlefish ant crow spider raven yak bee pig owl lizard jellyfish salmon wasp bumblebee tarantula falcon chameleon cockroach wombat dog shark fox buffalo eagle owl]
1606,0.1,animals_wikipedia.csv,animals_google.csv,27,[chimpanzee shark dingo wasp carp finch rabbit elk oyster swallow cockroach ant duck toucan weasel mole hedgehog wolf otter beaver goose lemur bee snail monkey sheep bat rabbit]
1607,0.2,animals_wikipedia.csv,animals_google.csv,24,[lizard wombat goose panther mammoth piranha platypus puma parrot squid lemming frog rattlesnake buffalo mink starfish gecko swan shark penguin ostrich panda lemur catfish platypus]
1608,0.3,animals_wikipedia.csv,animals_google.csv,18,[snake chimpanzee weasel puma jaguar rhinoceros dingo panda coyote racoon hyena tortoise chameleon toucan giraffe deer leopard baboon snake]
1609,0.1,animals_gigaword.csv,animals_twitter.csv,19,[sheep pigeon beetle peacock frog tortoise parrot dove tarantula ladybug rooster coyote nymph tiger lobster skunk donkey bee gorilla parrot]
1610,0.2,animals_gigaword.csv,animals_twitter.csv,45,[catfish seal lion skunk gecko whale jellyfish goat horse snake giraffe goldfish octopus jaguar dingo baboon squirrel crow deer flea tarantula tortoise wombat oyster carp wasp salamander hyena moth shark walrus pelican centipede falcon frog crab lobster caterpillar grasshopper turkey goose otter dove crocodile camel dove]
1611,0.3,animals_gigaword.csv,animals_twitter.csv,12,[dolphin ostrich antelope bumblebee stingray baboon chimpanzee salamander giraffe dove turtle kiwi]
1612,0.1,animals_google.csv,animals_twitter.csv,64,[fox lion wasp goat parakeet nymph monkey flea rabbit lobster ladybug elephant jaguar tarantula owl swan bonobo albatross chicken bee octopus dingo poodle platypus racoon rattlesnake jellyfish blackbird dolphin dog shark beaver whale okapi eagle bumblebee trout mole ostrich mouse squid flamingo reindeer coyote antelope crocodile chimpanzee walrus goose alligator mammoth buffalo falcon sparrow skunk tortoise snail tapir squirrel ant hare elk snake cow goose]
1613,0.2,animals_google.csv,animals_twitter.csv,20,[scorpion bat robin seal octopus donkey caiman lemming owl dragonfly beetle zebra panda peacock toucan crab wasp camel lizard deer lizard]
1614,0.3,animals_google.csv,animals_twitter.csv,27,[butterfly camel donkey panther boa mole rabbit carp catfish pigeon salamander woodpecker snake moose bonobo flea skunk beetle falcon centipede tarantula caterpillar starfish mink racoon scallop goose rabbit]
1615,0.1,animals_twitter.csv,animals_twitter.csv,10,[dove puma beetle grasshopper squid goose rattlesnake cuttlefish kiwi hare puma]
1616,0.2,animals_twitter.csv,animals_twitter.csv,17,[wolf chipmunk python penguin giraffe salamander lobster elk koala lion swan fox stingray albatross termite peacock pony elk]
1617,0.3,animals_twitter.csv,animals_twitter.csv,13,[weasel frog shark lobster horse crow crab donkey cockroach gazelle alligator goat elephant goat]
1618,0.1,animals_wikipedia.csv,animals_twitter.csv,12,[chimpanzee rattlesnake lemming salamander squid sheep dingo otter moth hyena piranha rat rattlesnake]
1619,0.2,animals_wikipedia.csv,animals_twitter.csv,33,[sparrow eagle lion peacock dove caterpillar toucan pony weasel mammoth chicken deer catfish ant snail salmon moose raven chipmunk termite scallop nymph starfish stingray bonobo dragonfly jaguar buffalo pigeon otter prawn seal reindeer snail]
1620,0.3,animals_wikipedia.csv,animals_twitter.csv,44,[swan toad mole piranha shrimp rhinoceros baboon caterpillar beetle penguin pelican sparrow peacock gazelle goat bear panda leopard scorpion kangaroo pony alligator goose pig tortoise rat zebra otter squirrel hamster monkey lobster elephant wombat stork lizard prawn crocodile sheep chicken pigeon dragonfly moth bonobo squirrel]
1622,0.2,animals_gigaword.csv,animals_wikipedia.csv,20,[rat reindeer parrot frog crocodile salmon mouse whale squid trout carp pigeon mongoose centipede chimpanzee poodle nymph ladybug giraffe wolf whale]
1621,0.1,animals_gigaword.csv,animals_wikipedia.csv,34,[mouse coyote butterfly termite stork tapir koala rattlesnake elephant cuttlefish gecko goat jellyfish ostrich beetle ant parrot jaguar pony mole hare chameleon nymph squid lobster platypus crow racoon toucan penguin octopus alligator stingray goose ostrich]
1623,0.3,animals_gigaword.csv,animals_wikipedia.csv,13,[turtle goat crab catfish jellyfish octopus eel platypus cockroach termite ant bee frog cockroach]
1624,0.1,animals_google.csv,animals_wikipedia.csv,13,[chimpanzee pig whale monkey hawk coyote rooster crocodile panther lion finch hyena panda panther]
1625,0.2,animals_google.csv,animals_wikipedia.csv,23,[crow dragonfly moth yak emu leopard cat coyote koala swan peacock pig mink crab tortoise wombat turtle baboon owl snake platypus donkey walrus yak]
1627,0.1,animals_twitter.csv,animals_wikipedia.csv,46,[goose whale koala sheep ant crab hamster cockroach weasel ladybug blackbird crow python goat moth snake flea skunk beetle spider ostrich turtle elk owl raven boa chicken dragonfly lemur caterpillar jellyfish goldfish swallow horse zebra jaguar flamingo donkey frog sparrow barracuda shark gecko grasshopper squirrel bison sparrow]
1626,0.3,animals_google.csv,animals_wikipedia.csv,15,[gazelle giraffe gorilla crocodile platypus poodle flamingo alligator dolphin kangaroo rat coyote stork owl moose crocodile]
1628,0.2,animals_twitter.csv,animals_wikipedia.csv,70,[toucan puma dingo pony lobster chicken bonobo python poodle gorilla raven scorpion monkey blackbird bumblebee weasel hyena moose hamster shark gecko otter tortoise lemur deer woodpecker hedgehog tapir baboon bat horse crab whale sheep camel goat snail rabbit flea butterfly barracuda chameleon beetle snake panther flamingo donkey mule caiman cuttlefish caterpillar centipede fox rooster walrus dog squirrel octopus hawk badger bear mink reindeer panda spider falcon kangaroo coyote owl ant blackbird]
1629,0.3,animals_twitter.csv,animals_wikipedia.csv,21,[shark bear beaver squirrel scallop prawn rabbit mink kiwi koala pigeon toad goose kangaroo zebra mouse rat wombat poodle pony rooster rabbit]
1630,0.1,animals_wikipedia.csv,animals_wikipedia.csv,44,[gazelle alligator mammoth salmon sheep deer dingo antelope zebra ant donkey chimpanzee bat stork parrot lobster walrus elk pigeon carp crocodile squirrel jellyfish rabbit pelican toad duck woodpecker rooster horse dog bonobo koala panther gorilla hamster toucan canary beetle mouse cat kiwi ostrich dove pelican]
1631,0.2,animals_wikipedia.csv,animals_wikipedia.csv,33,[whale gorilla mouse monkey rhinoceros dolphin dragonfly scorpion rabbit wombat hamster camel tiger tarantula mink mule donkey stork shark seal elephant horse reindeer zebra kangaroo dog poodle alligator pelican deer carp platypus turtle mouse]
1632,0.3,animals_wikipedia.csv,animals_wikipedia.csv,48,[walrus scallop squid parrot sparrow ostrich shrimp stingray whale sheep dog frog pigeon weasel goose wombat alligator albatross falcon piranha eel dragonfly tarantula lizard salamander crab flea monkey chimpanzee bonobo elephant peacock lion hyena leopard gecko cuttlefish tapir reindeer cow chicken turtle dove blackbird crow duck pony squirrel turtle]
1633,0.1,animals_gigaword.csv,animals_gigaword.csv,40,[gecko grasshopper chipmunk skunk moth elephant weasel puma alligator blackbird spider termite hedgehog wombat koala rabbit eel salamander caterpillar lizard chimpanzee finch cat frog emu canary stork otter rhinoceros raven nightingale sparrow bison giraffe gorilla peacock goldfish starfish bumblebee snail eel]
1634,0.2,animals_gigaword.csv,animals_gigaword.csv,33,[elk pelican panther dog elephant sparrow salamander snake turtle chimpanzee giraffe hedgehog raven falcon dragonfly lizard piranha carp cockroach caiman lemur squirrel catfish cuttlefish shrimp butterfly crab leopard moose weasel albatross stork grasshopper crab]
1635,0.3,animals_gigaword.csv,animals_gigaword.csv,14,[duck goose swan moose badger otter squid crab salmon shark spider jellyfish prawn goldfish squid]
1636,0.1,animals_google.csv,animals_gigaword.csv,30,[giraffe badger gorilla python dingo lizard raven beaver tapir piranha ladybug scorpion leopard sheep turtle trout rhinoceros parrot moth shark dragonfly lion squirrel carp scallop snail wolf puma camel whale scorpion]
1637,0.2,animals_google.csv,animals_gigaword.csv,47,[jaguar panther bear goat tapir elephant toucan goldfish dragonfly stingray shark tortoise falcon moose octopus mouse cow dingo stork otter python rat nightingale sparrow pigeon toad chipmunk walrus bonobo poodle reindeer deer pelican salamander whale jellyfish puma dolphin peacock raven bat frog catfish eel rabbit snail starfish pelican]
1638,0.3,animals_google.csv,animals_gigaword.csv,30,[centipede frog camel yak pig goat baboon monkey giraffe elk buffalo wolf tapir hamster wasp moth raven owl otter deer snake ant elephant tortoise lemur gecko turtle rabbit dog chimpanzee goat]
1639,0.1,animals_twitter.csv,animals_gigaword.csv,25,[eagle barracuda giraffe badger elephant mink lemur wombat bison cockroach toad tapir falcon monkey sparrow stork rattlesnake woodpecker penguin hyena alligator stingray oyster catfish cat bison]
1641,0.3,animals_twitter.csv,animals_gigaword.csv,34,[lion crocodile sheep wolf coyote hyena weasel bison deer mule monkey bat goose otter pigeon eagle elk buffalo mongoose piranha lizard scorpion prawn trout carp eel flamingo pelican wombat platypus chimpanzee gorilla squid salamander platypus]
1640,0.2,animals_twitter.csv,animals_gigaword.csv,49,[centipede termite lemur squid trout elk salamander tapir okapi crocodile starfish sparrow eel shrimp flea stork emu goose catfish duck hedgehog mongoose tarantula albatross beaver crow cow rat peacock scorpion dove hawk panther leopard pony flamingo poodle bonobo wombat badger antelope carp shark mouse kiwi eagle octopus squirrel grasshopper centipede]
1642,0.1,animals_wikipedia.csv,animals_gigaword.csv,85,[nightingale hare lobster mammoth whale duck mouse monkey flamingo alligator gibbon mongoose tortoise deer shrimp prawn pony cow panther scorpion hyena jellyfish frog zebra owl horse toad salamander snake puma caiman python crocodile yak caterpillar lion wolf crow goldfish mink salmon camel pelican tarantula spider coyote raven moose poodle crab stork dog mole fox turtle walrus chipmunk lemur gorilla carp bat lizard leopard donkey hamster cockroach toucan termite pigeon eagle finch stingray pig buffalo blackbird albatross ant mule catfish tapir bumblebee parrot rat lemming fly lion]
1643,0.2,animals_wikipedia.csv,animals_gigaword.csv,34,[shrimp duck catfish crocodile piranha hyena platypus scorpion dragonfly ladybug panda hamster lemur chimpanzee cockroach parrot rhinoceros chameleon beetle grasshopper tarantula spider crab elephant lion dolphin giraffe goat cat shark monkey eagle wombat mammoth scorpion]
1644,0.3,animals_wikipedia.csv,animals_gigaword.csv,49,[scorpion mongoose wombat cuttlefish koala dingo baboon tortoise toad skunk hedgehog centipede piranha catfish flea dog tapir giraffe chimpanzee panda pony poodle weasel otter ostrich peacock rooster goat cow sheep mink squirrel rat rabbit alligator moose turtle lobster chameleon snake lizard rattlesnake pig cat parrot elephant hyena crocodile starfish tortoise]
1645,0.1,animals_gigaword.csv,animals_google.csv,77,[dingo kiwi leopard buffalo cat eagle snake mongoose zebra hare gecko ostrich lobster cockroach monkey pig moose trout toad gazelle tarantula koala rabbit oyster dog frog squid mole bat nymph tortoise donkey shrimp crow lizard weasel parrot canary jellyfish bonobo chimpanzee puma bison rattlesnake deer mammoth butterfly dragonfly scorpion alligator tiger grasshopper bumblebee squirrel sparrow antelope lemur bee swallow pigeon python okapi yak sheep lion shark stork salamander stingray crocodile penguin moth finch rhinoceros snail mouse platypus zebra]
1646,0.2,animals_gigaword.csv,animals_google.csv,40,[parrot wombat caiman hyena tiger crocodile bison reindeer wolf beaver otter termite starfish gecko bumblebee caterpillar skunk bat kiwi python giraffe dog lizard finch zebra swan peacock blackbird scorpion baboon mongoose jellyfish rat whale turtle toad platypus butterfly penguin stork parrot]
