Animal1,Animal2,weights
antelope,raven,0.393034068
antelope,reindeer,0.397326854
antelope,rhinoceros,0.532043883
antelope,robin,0.371410811
antelope,rooster,0.36475977
antelope,salamander,0.453808434
antelope,salmon,0.343297932
antelope,scallop,0.188649152
antelope,scorpion,0.398211086
antelope,seal,0.170734168
antelope,shark,0.286223156
antelope,sheep,0.472557209
antelope,shrimp,0.244190938
antelope,skunk,0.290405868
antelope,snail,0.412631271
antelope,snake,0.401595912
antelope,sparrow,0.386967273
antelope,spider,0.24642418
antelope,squid,0.325406851
antelope,squirrel,0.445034123
antelope,starfish,0.211676846
antelope,stingray,0.310082498
antelope,stork,0.334432791
antelope,swallow,0.095659058
antelope,swan,0.30603782
antelope,tapir,0.464338612
antelope,termite,0.164693049
antelope,tarantula,0.349120065
antelope,tiger,0.451030842
antelope,toad,0.472710814
antelope,tortoise,0.508789121
antelope,toucan,0.27931147
antelope,trout,0.414359802
antelope,turkey,0.357935427
antelope,turtle,0.355602732
antelope,walrus,0.453375181
antelope,wasp,0.282819289
antelope,weasel,0.236327182
antelope,whale,0.364100439
antelope,wolf,0.550625259
antelope,wombat,0.423280581
antelope,woodpecker,0.444567963
antelope,yak,0.359396893
antelope,zebra,0.527565301
baboon,albatross,0.194228291
baboon,alligator,0.367633312
baboon,ant,0.336773664
baboon,antelope,0.435324841
baboon,baboon,1
baboon,badger,0.34396653
baboon,barracuda,0.226541593
baboon,bat,0.104224318
baboon,bear,0.305053101
baboon,beaver,0.341591944
baboon,bee,0.260979721
baboon,beetle,0.273302914
baboon,bison,0.252015323
baboon,blackbird,0.353451886
baboon,boa,0.258387763
baboon,bonobo,0.491195749
baboon,buffalo,0.347385871
baboon,bumblebee,0.329694335
baboon,butterfly,0.197700943
baboon,caiman,0.325552489
baboon,camel,0.325356964
baboon,canary,0.288728048
baboon,carp,0.121805729
baboon,cat,0.442494024
baboon,caterpillar,0.358250646
baboon,catfish,0.149808872
baboon,centipede,0.280299369
baboon,chameleon,0.276002571
baboon,chicken,0.231973226
baboon,chimpanzee,0.553642911
baboon,chipmunk,0.458415212
baboon,cockroach,0.380658478
baboon,cod,0.160881203
baboon,cow,0.344430931
baboon,coyote,0.410664032
baboon,crab,0.198247219
baboon,crocodile,0.45564206
baboon,crow,0.319844169
baboon,cuttlefish,0.324501124
baboon,deer,0.31669881
baboon,dingo,0.439368879
baboon,dog,0.393371004
baboon,dolphin,0.336384187
baboon,donkey,0.402438072
baboon,dove,0.120535675
baboon,dragonfly,0.312482948
baboon,duck,0.238227501
baboon,eagle,0.271276694
baboon,eel,0.2253949
baboon,elephant,0.497292266
baboon,elk,0.283289824
baboon,emu,0.332007133
baboon,falcon,0.38447503
baboon,finch,0.337919556
baboon,flamingo,0.408062241
baboon,flea,0.230351434
baboon,fly,0.082479414
baboon,fox,0.436678996
baboon,frog,0.436673288
baboon,gazelle,0.382322355
baboon,gecko,0.341561666
baboon,gibbon,0.451156567
baboon,giraffe,0.532485203
baboon,goat,0.429347955
baboon,goldfish,0.308777077
baboon,goose,0.294577569
baboon,gorilla,0.557137164
baboon,grasshopper,0.317191858
baboon,hamster,0.438395516
baboon,hare,0.358761251
baboon,hawk,0.256028198
baboon,hedgehog,0.448212052
baboon,horse,0.234618467
baboon,hyena,0.585852447
baboon,jaguar,0.443099281
baboon,jellyfish,0.252017607
baboon,kangaroo,0.391689295
baboon,kiwi,0.275011878
baboon,koala,0.474047167
baboon,ladybug,0.218026153
baboon,lemur,0.544375207
baboon,lemming,0.239712592
baboon,leopard,0.486652174
baboon,lion,0.430332358
baboon,lizard,0.460978698
baboon,lobster,0.141725084
baboon,mammoth,0.103843588
baboon,mink,0.178502589
baboon,mole,0.239718805
baboon,mongoose,0.437525012
baboon,monkey,0.567928558
baboon,moose,0.3204023
baboon,moth,0.229831582
baboon,mouse,0.2536008
baboon,mule,0.309340032
baboon,nightingale,0.263577921
baboon,nymph,0.219870242
baboon,octopus,0.276873883
baboon,okapi,0.479003511
baboon,ostrich,0.44204235
baboon,otter,0.443766247
baboon,owl,0.443112859
baboon,oyster,0.16742182
baboon,panda,0.448210658
baboon,panther,0.437373286
baboon,parakeet,0.401052731
baboon,parrot,0.434192618
baboon,peacock,0.36008512
baboon,pelican,0.318192392
baboon,penguin,0.47508953
baboon,pig,0.407453191
baboon,pigeon,0.356222184
baboon,piranha,0.307083441
baboon,platypus,0.387133567
baboon,pony,0.21609735
baboon,poodle,0.357442908
baboon,prawn,0.2081282
baboon,puma,0.387978282
baboon,python,0.395758619
baboon,rabbit,0.47265836
baboon,racoon,0.450581988
baboon,rat,0.417731005
baboon,rattlesnake,0.436552208
baboon,raven,0.35094913
baboon,reindeer,0.310863605
baboon,rhinoceros,0.505138392
baboon,robin,0.355912704
baboon,rooster,0.381141591
baboon,salamander,0.344669528
baboon,salmon,0.178208662
baboon,scallop,0.080141503
baboon,scorpion,0.351091325
baboon,seal,0.108551037
baboon,shark,0.387061774
baboon,sheep,0.348198082
baboon,shrimp,0.071579164
baboon,skunk,0.392670482
baboon,snail,0.371340873
baboon,snake,0.403636499
baboon,sparrow,0.339934793
baboon,spider,0.304225335
baboon,squid,0.244252907
baboon,squirrel,0.47987983
baboon,starfish,0.296280996
baboon,stingray,0.266802636
baboon,stork,0.360433913
baboon,swallow,0.15198475
baboon,swan,0.383947819
baboon,tapir,0.502517895
baboon,termite,0.258785692
