[run number],threshold,person1,[step],words-said
687,0.3,animals_gigaword.csv,7,[duck bear deer dog mouse wombat raven duck]
688,0.1,animals_google.csv,23,[badger mongoose kangaroo snake parakeet flamingo starfish carp falcon shrimp cow mouse scorpion coyote centipede caiman stork nymph fly flea swan hare hyena scorpion]
689,0.2,animals_google.csv,31,[beaver kangaroo crab goldfish squirrel stork termite bison lizard pigeon fox tiger toad deer baboon tortoise dolphin beetle dingo bat flea pig finch bumblebee robin trout spider wasp piranha jellyfish duck bat]
690,0.3,animals_google.csv,12,[tiger whale parakeet tortoise starfish walrus lizard lemur spider kangaroo octopus oyster whale]
691,0.1,animals_twitter.csv,10,[rattlesnake salmon camel kangaroo scallop rat otter jaguar caterpillar crocodile rat]
692,0.2,animals_twitter.csv,22,[lion platypus cow jellyfish poodle squirrel cat wasp zebra frog catfish camel swallow crow sheep panther donkey elephant kangaroo pelican finch toad elephant]
693,0.3,animals_twitter.csv,27,[oyster prawn crocodile gazelle mole chimpanzee fox parrot goldfish koala zebra woodpecker dolphin nymph weasel shrimp octopus moth snake coyote pigeon snail toad goose shark sheep donkey zebra]
695,0.2,animals_wikipedia.csv,35,[lizard chimpanzee snake weasel crow parrot stork bat hamster hedgehog bear penguin dragonfly rooster dolphin cat salamander rat bumblebee falcon kangaroo cockroach scorpion panther lemming tortoise pony frog poodle reindeer horse mule cow nymph wombat rooster]
694,0.1,animals_wikipedia.csv,10,[snake rhinoceros poodle rooster hamster lion dog cow coyote goat lion]
697,0.1,animals_gigaword.csv,33,[zebra bear jellyfish skunk donkey owl tortoise deer dingo wolf mouse mongoose poodle frog mule cow yak nymph otter sheep toad goat turtle squirrel falcon beetle dove python monkey fly lizard swallow goose bear]
696,0.3,animals_wikipedia.csv,10,[antelope sheep goose albatross dolphin crocodile shrimp prawn whale donkey dolphin]
698,0.2,animals_gigaword.csv,10,[monkey lizard mongoose toucan swallow nymph goose zebra eagle swan goose]
699,0.3,animals_gigaword.csv,21,[crocodile sparrow cat chimpanzee falcon hawk turtle duck whale jellyfish cuttlefish goat dolphin gorilla squirrel snake mink elk goose baboon dog whale]
700,0.1,animals_google.csv,23,[monkey cod octopus crocodile sparrow lemur pigeon pig duck crow chicken squirrel swan elephant giraffe peacock badger lizard starfish pelican rattlesnake swallow puma badger]
701,0.2,animals_google.csv,10,[nymph reindeer platypus dingo mammoth sparrow eagle tortoise camel dog dog]
702,0.3,animals_google.csv,30,[skunk oyster hare pig centipede lobster prawn jellyfish caiman shark wasp falcon caterpillar tiger moose squirrel crow parrot hamster grasshopper ant deer giraffe mongoose owl toucan wombat turtle finch dragonfly shark]
703,0.1,animals_twitter.csv,19,[carp sheep fly mink tarantula mouse ostrich dog gecko moose kangaroo cuttlefish robin alligator whale puma snake cod bat carp]
704,0.2,animals_twitter.csv,9,[racoon walrus toad horse mammoth peacock rattlesnake shark camel horse]
705,0.3,animals_twitter.csv,23,[owl ostrich dog racoon tortoise weasel albatross eagle bumblebee catfish tapir turtle elk swan hedgehog hawk bison mouse snail mink alligator coyote donkey mink]
706,0.1,animals_wikipedia.csv,8,[squirrel toad zebra pelican hare reindeer chipmunk dove zebra]
707,0.2,animals_wikipedia.csv,32,[antelope tortoise jaguar stingray scallop alligator koala dolphin leopard mongoose otter carp squid moth dragonfly squirrel bear bat lizard elephant weasel gazelle deer mole shark flamingo wombat raven pig giraffe bonobo goose weasel]
708,0.3,animals_wikipedia.csv,20,[woodpecker elephant finch cow badger goldfish dragonfly raven cat pigeon dog chicken hyena toucan eagle parrot mammoth eel mongoose goat badger]
709,0.1,animals_gigaword.csv,14,[eagle dingo raven horse goose lion flea oyster cuttlefish spider finch mink parakeet dragonfly raven]
710,0.2,animals_gigaword.csv,39,[lion rabbit frog rattlesnake hyena hare giraffe stingray koala parrot owl donkey albatross poodle salamander cockroach lobster pigeon ladybug nymph alligator yak goose toad tarantula monkey jaguar snail beetle coyote badger octopus cuttlefish cat lizard penguin leopard lemur zebra zebra]
711,0.3,animals_gigaword.csv,13,[moose fox bear mink leopard weasel hyena racoon wolf dog rat duck mouse dog]
712,0.1,animals_google.csv,18,[dragonfly gibbon cat giraffe turtle termite cod lizard snail donkey lobster moose penguin otter rooster chameleon elephant hyena moose]
713,0.2,animals_google.csv,25,[okapi sparrow hedgehog swan finch moth caterpillar barracuda starfish jellyfish oyster elephant caiman eel scallop crocodile koala turtle whale ostrich butterfly lobster catfish elk eagle barracuda]
714,0.3,animals_google.csv,10,[lobster goose antelope monkey lizard stingray octopus caiman bear cuttlefish antelope]
715,0.1,animals_twitter.csv,15,[albatross monkey elk owl mouse chipmunk bee leopard rabbit scorpion gazelle kiwi whale fly cow kiwi]
716,0.2,animals_twitter.csv,13,[mink ostrich squid shrimp python salamander tapir butterfly swan prawn dingo caiman rhinoceros butterfly]
717,0.3,animals_twitter.csv,17,[panda badger pony monkey snail chimpanzee jellyfish mouse hyena pelican shrimp goose moth dog owl bat ostrich owl]
718,0.1,animals_wikipedia.csv,14,[snake cuttlefish zebra butterfly owl tiger moose cat jaguar monkey puma starfish antelope koala moose]
719,0.2,animals_wikipedia.csv,20,[boa gecko giraffe skunk kiwi moose rabbit snake woodpecker wolf mink chipmunk bison beaver flamingo turtle rattlesnake crocodile trout lobster flamingo]
720,0.3,animals_wikipedia.csv,25,[caiman scorpion okapi panther mongoose swan catfish dog baboon blackbird owl chimpanzee goose weasel badger goldfish chicken giraffe racoon beaver tiger mammoth hyena sheep elk sheep]
721,0.1,animals_gigaword.csv,13,[goldfish owl crab eel swallow emu albatross scorpion fly lobster leopard gecko camel crab]
722,0.2,animals_gigaword.csv,16,[mouse toucan python dragonfly rattlesnake dolphin walrus cat whale piranha sheep rat ant frog raven kiwi dolphin]
723,0.3,animals_gigaword.csv,16,[squid rat deer otter kangaroo turtle kiwi parrot cat puma jaguar squirrel pigeon dove eagle tiger deer]
724,0.1,animals_google.csv,28,[crocodile leopard racoon tarantula spider moose moth tiger grasshopper dragonfly caterpillar wombat beetle deer goldfish bonobo toad flamingo nightingale pelican swan cockroach bat gazelle badger falcon chipmunk rattlesnake tiger]
725,0.2,animals_google.csv,13,[coyote nymph dove parrot panda robin salamander wasp mole carp butterfly spider lemur parrot]
726,0.3,animals_google.csv,21,[cuttlefish puma lobster poodle salamander ostrich flamingo duck woodpecker parakeet cat cow tortoise toad frog beaver finch rabbit swallow dragonfly boa duck]
727,0.1,animals_twitter.csv,23,[leopard pony spider seal eel barracuda snail salamander bison goose moth goldfish crab skunk lizard platypus flea pigeon chimpanzee racoon reindeer owl chameleon bison]
728,0.2,animals_twitter.csv,11,[bee raven ostrich turkey crab otter turtle giraffe peacock grasshopper mouse bee]
729,0.3,animals_twitter.csv,20,[caiman dog scorpion hedgehog octopus canary gorilla tapir turtle dolphin parakeet whale termite reindeer chicken beetle gazelle rattlesnake rooster goose turtle]
730,0.1,animals_wikipedia.csv,30,[falcon pelican trout barracuda moose dog wombat flea elephant seal moth dove eagle caiman tiger peacock deer shark lizard wasp cuttlefish lobster panda chameleon bonobo penguin hamster ladybug lemming ant dog]
731,0.2,animals_wikipedia.csv,12,[toad beaver goat squirrel coyote crow rattlesnake snake centipede tiger dingo camel coyote]
732,0.3,animals_wikipedia.csv,13,[rabbit deer beetle rattlesnake scorpion rat lemming salamander mouse badger alligator cockroach weasel badger]
733,0.1,animals_gigaword.csv,27,[coyote squirrel camel elk mink parrot centipede cat moth kangaroo panther crab antelope grasshopper caiman chameleon frog bonobo tiger beaver owl mammoth lion beetle dragonfly baboon donkey kangaroo]
734,0.2,animals_gigaword.csv,26,[rabbit chimpanzee gazelle tortoise pelican koala mammoth elephant duck chicken rat bee kangaroo antelope elk sheep snake dingo frog rhinoceros swan nymph cow wombat jellyfish dolphin kangaroo]
735,0.3,animals_gigaword.csv,8,[deer coyote lion cow cat bonobo gorilla horse cat]
736,0.1,animals_google.csv,21,[lion sheep koala albatross hyena bumblebee eagle salamander yak pigeon mule cod zebra panda carp caiman badger wombat mammoth sparrow dolphin zebra]
737,0.2,animals_google.csv,11,[moose grasshopper bison centipede pig jellyfish mule crab coyote elk falcon grasshopper]
738,0.3,animals_google.csv,12,[hare ladybug otter chipmunk wombat crow pigeon monkey whale buffalo mammoth rattlesnake wombat]
739,0.1,animals_twitter.csv,21,[buffalo owl shark gecko mouse squirrel coyote peacock jaguar dingo crocodile caiman dog salamander caterpillar parrot penguin prawn snail fox puma jaguar]
740,0.2,animals_twitter.csv,7,[goat falcon mongoose gorilla kiwi nymph flamingo gorilla]
742,0.1,animals_wikipedia.csv,11,[bonobo rabbit snail ladybug woodpecker parrot scallop tapir octopus reindeer elephant ladybug]
741,0.3,animals_twitter.csv,12,[gazelle octopus raven fox duck goat pig kangaroo snake carp wombat sparrow goat]
743,0.2,animals_wikipedia.csv,19,[cuttlefish kangaroo gecko skunk elephant snail eel stingray mole squid dragonfly oyster eagle cow mongoose hedgehog shrimp prawn chicken elephant]
744,0.3,animals_wikipedia.csv,19,[weasel tiger deer chameleon ostrich tarantula hedgehog parrot alligator skunk okapi tortoise cockroach turtle salamander mammoth goat mule elephant tortoise]
745,0.1,animals_gigaword.csv,15,[zebra frog tapir monkey duck parrot lemming kangaroo dog bear cat wolf dragonfly squirrel finch squirrel]
746,0.2,animals_gigaword.csv,18,[tarantula chameleon jaguar falcon hedgehog weasel sparrow shark butterfly platypus salmon rabbit crow gorilla pigeon swan cow snake crow]
747,0.3,animals_gigaword.csv,22,[rattlesnake pelican turtle swan wolf dolphin cat deer squirrel monkey toad chimpanzee giraffe baboon reindeer otter horse cow moose alligator whale sheep alligator]
748,0.1,animals_google.csv,8,[mink piranha monkey alligator beaver yak peacock parrot alligator]
749,0.2,animals_google.csv,23,[nightingale raven cuttlefish lion tarantula tapir leopard mongoose snail donkey owl lizard camel goldfish cow flea koala dog snake parrot zebra panther butterfly lion]
750,0.3,animals_google.csv,24,[squirrel mongoose gazelle salamander rhinoceros swan spider racoon caterpillar ostrich rattlesnake stingray shark coyote okapi elephant chipmunk owl weasel monkey wolf parrot toucan hawk owl]
751,0.1,animals_twitter.csv,25,[deer bonobo moth squirrel snake cow lion toad tortoise kangaroo peacock centipede grasshopper chimpanzee racoon beaver gibbon pony alligator panther giraffe whale catfish ant panda chimpanzee]
752,0.2,animals_twitter.csv,13,[owl shrimp mink tapir gazelle stork octopus penguin donkey lion goat racoon moth donkey]
753,0.3,animals_twitter.csv,19,[squirrel kangaroo snake donkey beetle tarantula lizard rhinoceros ant ostrich hamster rat flea lobster weasel owl baboon deer wombat kangaroo]
754,0.1,animals_wikipedia.csv,20,[pigeon prawn snail crocodile scorpion octopus beetle piranha hawk flamingo shrimp jaguar albatross jellyfish crow dove dolphin bison kiwi camel beetle]
755,0.2,animals_wikipedia.csv,10,[snail dragonfly falcon toucan piranha bear zebra whale panther ant falcon]
756,0.3,animals_wikipedia.csv,20,[baboon bonobo finch pig woodpecker sheep mule cow salamander leopard pony goldfish lobster hawk turtle blackbird eagle rattlesnake albatross parakeet woodpecker]
757,0.1,animals_gigaword.csv,30,[toad pigeon owl reindeer squirrel stingray piranha otter camel puma sparrow kangaroo koala rattlesnake ostrich tarantula cuttlefish ant mink chameleon termite hamster ladybug woodpecker albatross mule bear toucan sheep wasp albatross]
758,0.2,animals_gigaword.csv,21,[tiger ant turtle cat dog boa whale snake goat rhinoceros skunk badger rattlesnake duck dolphin coyote parrot lizard spider snail owl dolphin]
759,0.3,animals_gigaword.csv,21,[squirrel hamster owl parrot duck zebra flamingo rattlesnake salamander cat chameleon badger hare wolf reindeer lizard elk leopard caiman cuttlefish cow chameleon]
760,0.1,animals_google.csv,21,[ostrich puma toad squirrel ant pony cat rhinoceros blackbird goose elk wombat turtle rabbit owl zebra horse kangaroo panda mouse elephant wombat]
761,0.2,animals_google.csv,31,[lizard duck snake dog gazelle penguin buffalo coyote goldfish shark koala alligator snail rhinoceros panther hare toad mouse otter skunk pelican gecko nymph scallop squid cod salmon bonobo starfish moth wasp alligator]
762,0.3,animals_google.csv,29,[caiman reindeer cat prawn boa tortoise octopus cockroach stingray coyote shrimp squirrel goldfish carp eel ladybug rooster elephant oyster pigeon cow ostrich okapi bonobo rhinoceros gazelle dingo rabbit rattlesnake ostrich]
763,0.1,animals_twitter.csv,3,[chipmunk hedgehog mongoose chipmunk]
764,0.2,animals_twitter.csv,13,[racoon horse pigeon gazelle barracuda stingray starfish albatross tortoise wasp kangaroo gibbon dolphin stingray]
765,0.3,animals_twitter.csv,4,[squid duck pigeon parrot duck]
766,0.1,animals_wikipedia.csv,23,[coyote shark leopard caterpillar rooster ant gecko lobster blackbird chimpanzee termite shrimp turtle buffalo moose monkey alligator stork squirrel pigeon python beetle toucan squirrel]
767,0.2,animals_wikipedia.csv,18,[flea tarantula butterfly chicken eagle kangaroo turtle crow yak crocodile elk leopard walrus skunk tiger chimpanzee camel koala koala]
769,0.1,animals_gigaword.csv,18,[snail stingray coyote otter toad antelope seal crab duck peacock alligator lobster moose ant nymph grasshopper octopus chicken duck]
768,0.3,animals_wikipedia.csv,14,[ostrich hawk crow beaver walrus wolf frog lobster bat scorpion pigeon dog hedgehog goldfish wolf]
770,0.2,animals_gigaword.csv,37,[mink cow falcon cat mouse tiger pelican badger pigeon bonobo hedgehog hamster chimpanzee dolphin prawn frog scorpion lizard cockroach bumblebee giraffe shark salamander gecko turtle hawk alligator mongoose peacock elephant moose swallow ant pony dragonfly caiman stingray lizard]
771,0.3,animals_gigaword.csv,19,[bison ostrich goose tapir giraffe pigeon parrot skunk pig cow goat horse elephant sheep chicken salmon rooster crab alligator cow]
772,0.1,animals_google.csv,36,[kangaroo swallow carp flamingo parrot hyena rat tiger jaguar baboon wolf shark wombat nightingale dingo pig frog cockroach goose skunk nymph beetle rabbit scorpion platypus crocodile eel lizard seal woodpecker barracuda tapir camel hamster dog koala koala]
773,0.2,animals_google.csv,6,[beetle eel ant nightingale parakeet gecko ant]
774,0.3,animals_google.csv,8,[okapi gazelle giraffe dolphin chimpanzee cat rhinoceros leopard chimpanzee]
775,0.1,animals_twitter.csv,28,[mink shark barracuda leopard jellyfish lobster giraffe lizard buffalo hamster goat panda antelope skunk falcon turtle rattlesnake hawk dragonfly gecko cod pelican goose rabbit swan horse scorpion mule mink]
776,0.2,animals_twitter.csv,12,[pigeon bee eagle butterfly dove kiwi alligator crocodile cat frog tiger chicken cat]
777,0.3,animals_twitter.csv,22,[snake python monkey jellyfish cockroach chameleon deer flamingo prawn panther scorpion beaver crocodile mouse zebra bear tarantula hyena centipede crab butterfly whale tarantula]
778,0.1,animals_wikipedia.csv,25,[racoon crocodile grasshopper nymph ostrich walrus goat horse lobster dog panther lemur weasel dragonfly lizard pigeon rooster barracuda wolf eagle skunk tiger squirrel parakeet scorpion pigeon]
779,0.2,animals_wikipedia.csv,25,[elk pelican goldfish chicken crab toad rhinoceros bison wolf hedgehog leopard wasp crocodile cow wombat horse rattlesnake platypus dingo gorilla flea prawn snail beetle turtle wolf]
780,0.3,animals_wikipedia.csv,8,[mole eel lizard cuttlefish squirrel lemming rhinoceros rat squirrel]
781,0.1,animals_gigaword.csv,18,[penguin octopus boa skunk mouse fly whale peacock crow buffalo alligator deer pig catfish koala rabbit donkey elk catfish]
782,0.2,animals_gigaword.csv,23,[elephant crab frog tapir wombat tarantula spider snake cat fly kiwi chameleon owl mouse moth woodpecker beetle leopard stork dove dragonfly gecko rabbit frog]
783,0.3,animals_gigaword.csv,3,[cow canary rooster canary]
784,0.1,animals_google.csv,5,[mouse turkey moose sparrow swan swan]
785,0.2,animals_google.csv,19,[spider bat dove stork giraffe panther woodpecker cat alligator toad gorilla octopus otter eel duck lobster turtle cod baboon eel]
786,0.3,animals_google.csv,19,[horse mule rabbit penguin weasel rattlesnake ant monkey giraffe hyena scorpion toad barracuda bonobo skunk baboon cuttlefish crocodile walrus cuttlefish]
787,0.1,animals_twitter.csv,15,[salamander prawn okapi lemming mule bison wombat coyote crab camel raven lemur snake ant goat prawn]
788,0.2,animals_twitter.csv,21,[chipmunk crow pigeon toucan wombat tortoise flamingo spider cow cod zebra crocodile monkey rabbit whale grasshopper eel salmon octopus weasel walrus crocodile]
789,0.3,animals_twitter.csv,6,[snake centipede lion monkey hamster panda lion]
790,0.1,animals_wikipedia.csv,19,[koala jaguar yak chameleon antelope tarantula turtle moth hedgehog catfish alligator poodle octopus flea mouse okapi mole python elephant koala]
791,0.2,animals_wikipedia.csv,7,[shrimp bee lobster wasp cockroach pig wombat cockroach]
792,0.3,animals_wikipedia.csv,18,[scallop tortoise stingray elephant snake hamster wombat chicken mouse badger goat hyena duck hedgehog bat beetle monkey baboon monkey]
793,0.1,animals_gigaword.csv,11,[pony hawk gecko jaguar mole platypus snail butterfly mouse toucan coyote mole]
794,0.2,animals_gigaword.csv,29,[wombat scallop kangaroo stingray hamster mink skunk goose elk panda pony moose falcon monkey turtle frog parrot rooster shark walrus barracuda reindeer bear goat dolphin tiger otter bison swan turtle]
795,0.3,animals_gigaword.csv,8,[pelican hamster lemur turtle crocodile cockroach baboon tapir turtle]
796,0.1,animals_google.csv,2,[lobster rat lobster]
797,0.2,animals_google.csv,25,[pigeon toucan reindeer hedgehog spider penguin dolphin rooster mongoose dog moose eagle chameleon lemur seal mule horse scorpion dingo scallop bison ostrich elk elephant alligator mule]
798,0.3,animals_google.csv,23,[finch donkey duck kangaroo mole buffalo crab alligator monkey dingo piranha goldfish goose weasel ostrich ant zebra koala cuttlefish snake hedgehog frog racoon koala]
799,0.1,animals_twitter.csv,31,[canary reindeer zebra donkey baboon dolphin nymph dingo swallow chicken shrimp bison toad weasel racoon elephant panda flea pelican squid caiman rattlesnake tiger panther emu python woodpecker crab gecko antelope salamander squid]
800,0.2,animals_twitter.csv,40,[flamingo deer frog snail otter dragonfly hamster chimpanzee lemming beetle toad squirrel panda rooster rhinoceros squid flea wasp stingray tapir crab starfish blackbird turtle chipmunk lion badger bee reindeer goat chicken gazelle centipede weasel camel donkey swallow dingo poodle bumblebee hamster]
801,0.3,animals_twitter.csv,11,[finch alligator gecko swallow blackbird crab coyote walrus mouse wombat chipmunk swallow]
802,0.1,animals_wikipedia.csv,31,[squirrel duck alligator mole peacock bee walrus racoon caiman parakeet parrot bear frog dolphin zebra goat cow crocodile elk rabbit wolf eel cockroach prawn coyote deer trout donkey beaver chicken antelope duck]
803,0.2,animals_wikipedia.csv,6,[wombat squid swallow wolf leopard squirrel squirrel]
804,0.3,animals_wikipedia.csv,26,[alligator dolphin prawn cow zebra rhinoceros rat skunk rabbit goldfish octopus snake dragonfly albatross lizard pelican eagle hamster lion pig crab walrus poodle shark monkey peacock skunk]
805,0.1,animals_gigaword.csv,24,[mouse coyote panda gorilla badger goldfish crocodile mule racoon eel antelope horse wolf mongoose pelican baboon octopus prawn finch emu otter bumblebee toucan parakeet racoon]
806,0.2,animals_gigaword.csv,15,[lizard scorpion frog salamander gazelle barracuda swallow pig walrus chimpanzee dolphin panda goldfish tiger sparrow lizard]
807,0.3,animals_gigaword.csv,7,[giraffe butterfly tortoise hare blackbird duck rat hare]
808,0.1,animals_google.csv,7,[kangaroo tiger snake gorilla jaguar toucan parakeet tiger]
809,0.2,animals_google.csv,16,[pig tapir walrus tortoise squirrel scorpion catfish cat duck leopard rabbit kangaroo python hedgehog rhinoceros shark kangaroo]
810,0.3,animals_google.csv,38,[boa blackbird flamingo pigeon pig rat squirrel cow panda wombat rattlesnake snake tortoise otter tapir mongoose elk walrus scorpion beaver zebra panther dingo turtle chimpanzee lizard python eagle hawk lion toucan albatross baboon platypus pelican rabbit flea gorilla mongoose]
811,0.1,animals_twitter.csv,25,[baboon butterfly wolf bonobo prawn parrot goat camel cockroach centipede weasel mink albatross chipmunk woodpecker bear falcon bison puma rhinoceros duck pelican crow chicken reindeer chipmunk]
812,0.2,animals_twitter.csv,11,[crow chicken horse swan coyote bonobo moose flea chimpanzee toucan whale coyote]
813,0.3,animals_twitter.csv,4,[lion alligator rat lizard lion]
814,0.1,animals_wikipedia.csv,5,[tortoise bat snake scorpion gecko tortoise]
815,0.2,animals_wikipedia.csv,11,[squirrel python snake lion blackbird toad rat gazelle wolf fox lemming toad]
816,0.3,animals_wikipedia.csv,32,[pig peacock lizard tapir sparrow albatross catfish dolphin wasp cockroach crocodile termite caterpillar beetle platypus walrus lion weasel dog rat frog shark shrimp whale salmon beaver toad deer hamster trout panda prawn tapir]
817,0.1,animals_gigaword.csv,8,[horse rattlesnake pigeon dragonfly scallop moose weasel ladybug scallop]
818,0.2,animals_gigaword.csv,24,[lemur falcon swan mongoose badger caiman hare kangaroo goldfish ant crocodile eagle swallow blackbird goose otter turkey duck prawn snake parrot koala octopus tapir kangaroo]
819,0.3,animals_gigaword.csv,12,[rooster turtle caiman snake crow salamander raven scorpion shark coyote elephant tortoise turtle]
820,0.1,animals_google.csv,44,[barracuda lemming grasshopper goose badger antelope eagle gazelle whale tapir deer buffalo crocodile shrimp duck rhinoceros nymph crab frog albatross mink bonobo hamster eel carp stork chimpanzee zebra monkey rat beetle racoon blackbird panda lobster crow alligator hare rattlesnake parrot reindeer ant hedgehog goat nymph]
821,0.2,animals_google.csv,31,[chimpanzee cow otter panda penguin leopard flamingo snail finch duck stingray toucan fox spider robin gecko moose pelican scallop ladybug dragonfly lion baboon lizard platypus gazelle tortoise mouse peacock nightingale elephant chimpanzee]
822,0.3,animals_google.csv,38,[racoon leopard crow cat mouse crocodile caiman wolf cockroach ant pelican reindeer platypus giraffe ladybug toad chimpanzee centipede rooster buffalo monkey lizard parrot spider jellyfish owl dragonfly starfish poodle wombat tortoise gazelle raven horse bison sheep robin weasel leopard]
823,0.1,animals_twitter.csv,11,[caiman dingo hedgehog shrimp centipede ladybug ostrich dolphin beaver badger salmon shrimp]
824,0.2,animals_twitter.csv,39,[rabbit dolphin weasel cow rat poodle snail ostrich duck flamingo falcon stork giraffe seal rattlesnake lobster lion caterpillar toad pigeon sparrow turtle swallow pelican platypus whale racoon horse rhinoceros cat ant bumblebee piranha mammoth otter camel jaguar bear panda lion]
825,0.3,animals_twitter.csv,12,[leopard bison buffalo seal cow beaver gazelle caiman tortoise blackbird crocodile lobster bison]
826,0.1,animals_wikipedia.csv,24,[gazelle shrimp cuttlefish dog beetle leopard octopus flea falcon snail albatross squid rabbit wombat flamingo turtle raven hawk whale okapi weasel tortoise rattlesnake kiwi rabbit]
827,0.2,animals_wikipedia.csv,24,[starfish lizard salmon lemur catfish prawn koala woodpecker squirrel rabbit cow dragonfly squid chicken rhinoceros rat crocodile reindeer pony walrus dingo giraffe dog cat cat]
828,0.3,animals_wikipedia.csv,17,[owl lizard snake mongoose rabbit toad otter rattlesnake squirrel tarantula goat scorpion hyena alligator deer gazelle jaguar snake]
829,0.1,animals_gigaword.csv,12,[parrot stork leopard catfish butterfly jaguar hyena mule buffalo rooster cow rat hyena]
830,0.2,animals_gigaword.csv,21,[antelope mole squid prawn carp crocodile scallop scorpion snail rat ostrich rattlesnake walrus coyote dove albatross hyena grasshopper goose falcon moose antelope]
831,0.3,animals_gigaword.csv,9,[donkey gecko elephant leopard rabbit duck bat giraffe hyena duck]
832,0.1,animals_google.csv,30,[frog prawn moose shark snake caiman swallow okapi toucan cat centipede crocodile lemming otter stingray wasp dog gazelle turtle kangaroo leopard duck turkey hare rattlesnake python mule penguin goose cuttlefish kangaroo]
833,0.2,animals_google.csv,10,[alligator lizard eel turkey peacock horse oyster camel deer mouse lizard]
834,0.3,animals_google.csv,12,[tarantula leopard gecko rabbit bear lion panther alligator chicken moth ostrich lizard tarantula]
835,0.1,animals_twitter.csv,13,[lobster nightingale tiger leopard oyster crocodile tarantula crow giraffe turtle swan pelican prawn oyster]
836,0.2,animals_twitter.csv,17,[finch salamander frog turtle kiwi platypus hawk fox ladybug cat woodpecker gazelle caterpillar penguin bonobo cow snake cat]
837,0.3,animals_twitter.csv,29,[moose fox finch oyster albatross lemur sheep skunk dove fly lizard dolphin bonobo deer elephant octopus goat peacock cat mule monkey mouse beetle grasshopper mongoose bear antelope okapi platypus skunk]
838,0.1,animals_wikipedia.csv,21,[rat rooster kiwi goose cow bonobo deer shrimp albatross tiger lion rattlesnake camel crab mongoose baboon pig toucan zebra dove otter rooster]
839,0.2,animals_wikipedia.csv,27,[gecko leopard stork cockroach toad walrus goose beetle swallow snail panda parrot sheep goldfish platypus squirrel turtle pelican zebra mink wolf dove dingo skunk giraffe ostrich falcon wolf]
840,0.3,animals_wikipedia.csv,15,[elk squirrel woodpecker badger tapir hamster leopard walrus lion cat mink dingo crocodile koala eagle hamster]
841,0.1,animals_gigaword.csv,17,[duck prawn dog rhinoceros turtle nightingale pig platypus starfish bonobo toad cockroach rooster pony bee baboon tarantula duck]
842,0.2,animals_gigaword.csv,10,[ant bonobo albatross gorilla lizard platypus toucan jellyfish otter beaver bonobo]
843,0.3,animals_gigaword.csv,5,[sheep parrot weasel badger rabbit weasel]
844,0.1,animals_google.csv,15,[peacock kiwi crow monkey albatross antelope baboon ladybug nymph cow stork turtle swallow duck beaver monkey]
845,0.2,animals_google.csv,36,[dog whale rat albatross crab eel platypus deer alligator chipmunk bumblebee mongoose barracuda starfish racoon goat wasp tiger parrot gorilla bear ladybug panda fox hedgehog bat ostrich octopus salmon cod beaver catfish chimpanzee wombat toucan monkey hedgehog]
846,0.3,animals_google.csv,8,[squirrel squid kangaroo piranha frog monkey toad salamander frog]
847,0.1,animals_twitter.csv,18,[starfish alligator squirrel eel rabbit hedgehog butterfly lemur badger pigeon ostrich parrot salmon otter hawk poodle tapir mink ostrich]
848,0.2,animals_twitter.csv,23,[nightingale rat mule termite fox parrot raven crow chimpanzee moose stingray gibbon mole camel chipmunk tapir walrus bonobo wolf centipede dove monkey python tapir]
849,0.3,animals_twitter.csv,12,[racoon moth mouse chipmunk carp ant otter goat crab pelican python hare chipmunk]
850,0.1,animals_wikipedia.csv,14,[snail kiwi koala whale ant dolphin piranha monkey platypus elephant emu mongoose kangaroo stork kangaroo]
851,0.2,animals_wikipedia.csv,20,[lizard moose coyote snail leopard wolf puma mouse koala ostrich eel rooster stingray tapir shark monkey tiger octopus donkey parrot mouse]
852,0.3,animals_wikipedia.csv,21,[spider ant parrot hyena mongoose lemur snake caiman baboon duck leopard cockroach panda wombat bumblebee wasp termite centipede chicken grasshopper pig parrot]
853,0.1,animals_gigaword.csv,13,[cockroach otter hawk flamingo rabbit poodle rat dragonfly beetle termite chameleon tapir dingo otter]
854,0.2,animals_gigaword.csv,8,[coyote moose cat crocodile lobster rabbit antelope beaver cat]
856,0.1,animals_google.csv,21,[stingray bumblebee mole salamander badger tapir wombat crow dog rattlesnake coyote catfish bonobo grasshopper lobster butterfly walrus otter cuttlefish platypus shark catfish]
855,0.3,animals_gigaword.csv,22,[rabbit nymph frog crow gecko hamster rat pig elephant deer beaver antelope stork reindeer walrus owl koala rhinoceros tapir salamander monkey squid rat]
857,0.2,animals_google.csv,15,[bonobo scallop prawn caterpillar butterfly stork badger lemur otter hawk kangaroo pig fox rooster boa badger]
858,0.3,animals_google.csv,15,[piranha shrimp pigeon salmon reindeer snake elk badger mink deer rooster chicken eel elephant panther badger]
859,0.1,animals_twitter.csv,7,[fox lion ant lemur hyena whale pigeon hyena]
860,0.2,animals_twitter.csv,18,[pony robin weasel beetle tortoise toucan pig coyote duck python trout tiger salmon cod crab tapir bonobo goat beetle]
861,0.3,animals_twitter.csv,35,[lobster mink wolf deer zebra coyote baboon hamster hare lion bat squirrel cat bear trout eel sparrow raven squid wasp spider blackbird nymph salamander scorpion alligator moose walrus tiger flea rabbit centipede chameleon tortoise panda spider]
